app,acc,enrol,ftime,ptime,instate,outstate,rbcost,bkcost,phd,sfratio,expend,grad,top10
1076,342.0,182.0,135.0,538.0,228.0,7540.0,7540.0,2710.0,600.0,38.0,11.4,7334.0,75.0,12.0
1077,385.0,358.0,229.0,988.0,597.0,1323.0,3222.0,2604.0,600.0,47.0,19.4,5291.0,35.0,5.0
1078,600.0,197.0,124.0,392.0,69.0,7260.0,7260.0,3090.0,600.0,31.0,12.9,9249.0,21.0,3.0
1079,279.0,276.0,126.0,600.0,435.0,6844.0,6844.0,2980.0,500.0,45.0,11.7,5073.0,44.0,17.0
1080,2056.0,2054.0,2054.0,2239.0,686.0,1411.0,3437.0,2202.0,550.0,68.0,20.2,5252.0,54.0,10.0
1081,437.0,400.0,211.0,614.0,271.0,8990.0,8990.0,3064.0,500.0,73.0,14.8,7881.0,48.0,13.0
1083,2807.0,2589.0,1701.0,7000.0,1103.0,1454.0,3811.0,2190.0,500.0,62.0,15.0,5084.0,67.0,13.0
1086,1220.0,974.0,481.0,1964.0,623.0,7800.0,7800.0,3664.0,650.0,61.0,11.1,7614.0,49.0,28.0
1087,502.0,384.0,104.0,347.0,74.0,6200.0,6200.0,2900.0,600.0,63.0,11.7,7623.0,35.0,11.0
1088,1096.0,951.0,464.0,1776.0,239.0,8150.0,8150.0,3150.0,400.0,61.0,13.6,6716.0,67.0,27.0
1089,880.0,520.0,224.0,1068.0,364.0,9300.0,9300.0,3260.0,600.0,81.0,11.1,8129.0,63.0,16.0
1090,308.0,281.0,199.0,491.0,251.0,5500.0,5500.0,2950.0,250.0,55.0,11.3,6020.0,37.0,12.0
1092,3330.0,2730.0,1303.0,6706.0,2640.0,1800.0,5800.0,3000.0,600.0,73.0,14.0,9825.0,42.0,15.0
1094,895.0,548.0,314.0,1174.0,50.0,5500.0,5500.0,3340.0,600.0,68.0,16.1,6078.0,62.0,20.0
1095,355.0,300.0,142.0,509.0,44.0,8664.0,8664.0,3350.0,600.0,65.0,10.7,8954.0,65.0,34.0
1097,831.0,538.0,224.0,840.0,325.0,5170.0,5170.0,3430.0,600.0,61.0,16.1,5531.0,60.0,15.0
1100,787.0,562.0,363.0,925.0,605.0,5950.0,5950.0,2890.0,600.0,67.0,14.6,5177.0,53.0,21.0
1101,1464.0,888.0,176.0,624.0,128.0,11200.0,11200.0,4208.0,500.0,80.0,11.1,8317.0,51.0,26.0
1104,610.0,461.0,189.0,685.0,49.0,8200.0,8200.0,3300.0,550.0,63.0,12.0,8128.0,64.0,26.0
1106,2302.0,1831.0,391.0,1345.0,59.0,15200.0,15200.0,4768.0,550.0,90.0,10.8,13388.0,77.0,58.0
1108,2594.0,2542.0,1580.0,6461.0,910.0,1740.0,4025.0,3625.0,700.0,76.0,16.9,5799.0,54.0,11.0
1109,232.0,182.0,99.0,402.0,237.0,7070.0,7070.0,3640.0,400.0,59.0,8.9,6286.0,36.0,7.0
1110,272.0,272.0,145.0,770.0,213.0,4750.0,4750.0,3270.0,500.0,57.0,14.0,5881.0,49.0,13.0
1111,626.0,372.0,145.0,983.0,40.0,7700.0,7700.0,3400.0,450.0,70.0,21.9,4933.0,52.0,12.0
1114,7473.0,5372.0,3013.0,15749.0,3237.0,1830.0,5764.0,3262.0,750.0,86.0,16.5,8612.0,53.0,27.0
1116,1445.0,966.0,326.0,1129.0,24.0,15350.0,15350.0,4080.0,450.0,89.0,10.3,18784.0,82.0,46.0
1117,7791.0,4690.0,1499.0,5500.0,90.0,17865.0,17865.0,6525.0,630.0,93.0,5.8,23850.0,83.0,71.0
1119,1660.0,1232.0,721.0,2885.0,537.0,7440.0,7440.0,3300.0,450.0,70.0,18.1,7041.0,60.0,23.0
1120,3540.0,2001.0,1016.0,4190.0,1512.0,840.0,5130.0,3592.0,500.0,60.0,23.1,4010.0,34.0,24.0
1121,948.0,798.0,295.0,1120.0,15.0,11280.0,11280.0,4342.0,400.0,81.0,13.0,11361.0,71.0,42.0
1122,232.0,216.0,106.0,534.0,172.0,6900.0,6900.0,3800.0,450.0,67.0,12.1,6875.0,42.0,16.0
1123,360.0,314.0,155.0,848.0,1542.0,5400.0,5400.0,3270.0,500.0,48.0,14.4,7081.0,87.0,37.0
1124,379.0,341.0,265.0,1050.0,151.0,4950.0,4950.0,2780.0,530.0,62.0,15.7,5619.0,38.0,10.0
1126,467.0,424.0,350.0,1365.0,334.0,6300.0,6300.0,2980.0,700.0,75.0,13.7,7054.0,38.0,16.0
1127,516.0,454.0,322.0,1201.0,214.0,5190.0,5190.0,2992.0,400.0,59.0,12.7,5684.0,37.0,13.0
1130,1163.0,927.0,386.0,1685.0,556.0,8840.0,8840.0,4689.0,750.0,67.0,11.4,6095.0,95.0,16.0
1131,2336.0,1725.0,1043.0,5438.0,4058.0,864.0,4752.0,3040.0,508.0,48.0,18.4,5879.0,26.0,10.0
1132,477.0,417.0,204.0,1532.0,77.0,8840.0,8840.0,4240.0,600.0,58.0,20.8,6863.0,56.0,29.0
1133,550.0,500.0,275.0,863.0,218.0,6612.0,6612.0,2954.0,300.0,39.0,11.9,5367.0,39.0,9.0
1135,578.0,411.0,187.0,880.0,477.0,6930.0,6930.0,3452.0,400.0,57.0,11.0,6383.0,32.0,25.0
1137,4418.0,2737.0,2049.0,14047.0,5134.0,672.0,4104.0,3579.0,450.0,86.0,22.6,5657.0,35.0,23.0
1138,2308.0,1336.0,295.0,1202.0,942.0,8530.0,8530.0,3644.0,616.0,56.0,14.9,7114.0,37.0,22.0
1141,4839.0,3549.0,1577.0,8901.0,2245.0,840.0,5130.0,2970.0,900.0,76.0,27.2,4029.0,43.0,41.0
1142,584.0,413.0,131.0,521.0,99.0,8955.0,8955.0,5900.0,500.0,51.0,11.8,8545.0,52.0,19.0
1143,4301.0,3455.0,1166.0,4892.0,387.0,12772.0,12772.0,5078.0,576.0,74.0,13.5,12726.0,72.0,41.0
1144,8532.0,5316.0,2421.0,13806.0,4277.0,840.0,4860.0,3676.0,500.0,70.0,21.2,4056.0,39.0,14.0
1145,321.0,318.0,172.0,620.0,280.0,7536.0,7536.0,3736.0,430.0,44.0,13.0,5309.0,36.0,11.0
1146,1244.0,912.0,352.0,1177.0,43.0,11850.0,11850.0,4675.0,600.0,83.0,11.3,12995.0,67.0,44.0
1147,1272.0,1012.0,375.0,1732.0,936.0,9428.0,9428.0,4070.0,600.0,76.0,15.7,7037.0,46.0,20.0
1148,1243.0,1020.0,414.0,2149.0,418.0,8678.0,8678.0,3858.0,700.0,82.0,16.2,7651.0,72.0,33.0
1149,5870.0,4461.0,2272.0,9851.0,1289.0,780.0,4860.0,3610.0,200.0,85.0,21.4,3997.0,50.0,12.0
1151,2405.0,2234.0,1061.0,4564.0,448.0,840.0,4290.0,3500.0,598.0,55.0,19.4,5967.0,35.0,10.0
1153,4095.0,3079.0,1195.0,5064.0,660.0,8490.0,8490.0,3320.0,650.0,81.0,14.8,9158.0,64.0,33.0
1155,254.0,189.0,189.0,503.0,40.0,3605.0,3605.0,2430.0,300.0,37.0,18.4,4800.0,26.0,15.0
1157,497.0,423.0,215.0,895.0,429.0,7850.0,7850.0,3410.0,490.0,54.0,13.8,7002.0,50.0,27.0
1159,6334.0,5051.0,2957.0,16785.0,2780.0,780.0,4860.0,3688.0,530.0,82.0,24.7,5449.0,41.0,25.0
1160,592.0,501.0,279.0,1204.0,392.0,6400.0,6400.0,3484.0,600.0,80.0,14.5,7936.0,43.0,19.0
1162,2425.0,1818.0,601.0,2110.0,95.0,12240.0,12240.0,5150.0,500.0,94.0,9.6,14703.0,93.0,62.0
1163,681.0,588.0,246.0,1058.0,73.0,10760.0,10760.0,6230.0,500.0,85.0,13.4,8731.0,63.0,44.0
1165,374.0,280.0,185.0,995.0,408.0,8550.0,8550.0,4050.0,500.0,75.0,12.6,7237.0,62.0,45.0
1170,1950.0,1506.0,1023.0,4111.0,1301.0,672.0,4104.0,2706.0,500.0,70.0,21.9,4717.0,34.0,7.0
1171,6075.0,5349.0,2367.0,9919.0,484.0,6450.0,6450.0,3920.0,600.0,71.0,18.5,7503.0,72.0,34.0
1175,529.0,481.0,243.0,1206.0,134.0,780.0,4860.0,3122.0,600.0,103.0,17.4,6415.0,43.0,22.0
1184,917.0,720.0,213.0,979.0,743.0,8820.0,8820.0,4050.0,600.0,68.0,10.5,7170.0,50.0,21.0
1185,627.0,556.0,172.0,777.0,538.0,9925.0,9925.0,4135.0,750.0,59.0,22.4,6523.0,48.0,16.0
1186,377.0,358.0,181.0,653.0,129.0,7150.0,7150.0,4350.0,450.0,61.0,17.8,6259.0,53.0,15.0
1187,838.0,673.0,292.0,881.0,55.0,10265.0,10265.0,4725.0,560.0,68.0,13.2,8655.0,82.0,22.0
1188,7117.0,3106.0,1217.0,5186.0,134.0,2808.0,11720.0,4298.0,600.0,89.0,12.1,9534.0,93.0,68.0
1189,883.0,766.0,428.0,2910.0,1749.0,2332.0,7860.0,4750.0,525.0,80.0,21.2,4639.0,48.0,3.0
1190,486.0,440.0,227.0,903.0,59.0,9650.0,9650.0,3800.0,600.0,46.0,11.4,10188.0,82.0,19.0
1191,765.0,646.0,226.0,809.0,32.0,8578.0,8578.0,4408.0,700.0,79.0,13.9,8061.0,82.0,30.0
1192,1339.0,1107.0,336.0,1051.0,82.0,9400.0,9400.0,4200.0,500.0,53.0,12.5,7967.0,22.0,12.0
1193,817.0,644.0,307.0,945.0,1.0,13218.0,13218.0,4773.0,660.0,95.0,13.3,12263.0,69.0,20.0
1194,7178.0,3755.0,1433.0,4623.0,740.0,7161.0,7161.0,3518.0,600.0,60.0,14.0,6791.0,70.0,25.0
1195,602.0,498.0,215.0,795.0,74.0,13470.0,13470.0,5515.0,500.0,78.0,11.1,13957.0,72.0,26.0
1196,2747.0,1870.0,724.0,2874.0,118.0,2606.0,7920.0,3962.0,550.0,74.0,18.4,5553.0,62.0,12.0
1197,1756.0,1500.0,366.0,1524.0,280.0,12450.0,12450.0,5400.0,450.0,62.0,12.4,8832.0,70.0,3.0
1198,11223.0,5285.0,2082.0,9652.0,742.0,3900.0,7994.0,4544.0,500.0,77.0,17.9,5212.0,98.0,32.0
1199,499.0,441.0,199.0,846.0,377.0,11200.0,11200.0,7400.0,600.0,66.0,6.8,10819.0,90.0,26.0
1200,941.0,772.0,214.0,1247.0,776.0,11390.0,11390.0,5280.0,500.0,77.0,10.6,8575.0,55.0,10.0
1201,4569.0,3110.0,1251.0,8346.0,2501.0,3854.0,9464.0,4540.0,600.0,79.0,15.1,6727.0,45.0,18.0
1202,5702.0,4894.0,1742.0,8077.0,472.0,2924.0,6684.0,4110.0,500.0,73.0,19.6,4519.0,62.0,15.0
1203,1771.0,1325.0,306.0,1071.0,27.0,13840.0,13840.0,3735.0,400.0,77.0,10.7,11080.0,74.0,21.0
1204,696.0,616.0,169.0,653.0,56.0,13970.0,13970.0,6110.0,370.0,88.0,9.2,16358.0,68.0,35.0
1205,4963.0,3497.0,1567.0,10262.0,5065.0,3034.0,10217.0,4182.0,500.0,81.0,8.7,11183.0,45.0,18.0
1206,2227.0,1790.0,437.0,1460.0,239.0,13425.0,13425.0,4425.0,450.0,85.0,13.0,9405.0,72.0,27.0
1208,651.0,581.0,243.0,617.0,34.0,5000.0,5000.0,3650.0,600.0,45.0,14.0,8426.0,45.0,8.0
1209,462.0,402.0,146.0,527.0,41.0,14500.0,14500.0,6000.0,500.0,91.0,6.5,18953.0,61.0,36.0
1210,5892.0,2718.0,756.0,2854.0,594.0,14500.0,14500.0,3285.0,700.0,75.0,11.7,11984.0,100.0,46.0
1211,4350.0,2178.0,756.0,2997.0,736.0,2026.0,6490.0,4942.0,650.0,75.0,17.6,5358.0,84.0,39.0
1212,689.0,561.0,250.0,1125.0,422.0,3093.0,7168.0,3689.0,600.0,67.0,18.1,4417.0,46.0,15.0
1213,5653.0,4326.0,1727.0,9528.0,3822.0,4044.0,10800.0,4840.0,580.0,93.0,19.3,6751.0,46.0,17.0
1217,2996.0,2440.0,704.0,3006.0,338.0,1894.0,5587.0,4845.0,500.0,61.0,16.0,5733.0,31.0,2.0
1219,1847.0,1610.0,453.0,1298.0,67.0,7384.0,7384.0,3494.0,500.0,51.0,13.7,6757.0,30.0,19.0
1220,1470.0,900.0,287.0,1130.0,417.0,10900.0,10900.0,5100.0,500.0,70.0,15.7,7804.0,68.0,20.0
1221,3315.0,1096.0,425.0,1584.0,3.0,13750.0,13750.0,4619.0,680.0,81.0,9.6,15736.0,90.0,68.0
1224,81.0,72.0,51.0,139.0,3.0,8730.0,8730.0,3600.0,400.0,92.0,9.3,10922.0,58.0,33.0
1225,519.0,327.0,114.0,457.0,2.0,21700.0,21700.0,4100.0,600.0,35.0,10.1,16364.0,55.0,25.0
1226,1257.0,940.0,363.0,1547.0,294.0,3660.0,7656.0,4690.0,400.0,89.0,14.7,6318.0,79.0,9.0
1227,141.0,118.0,55.0,201.0,173.0,8300.0,8300.0,4850.0,450.0,53.0,9.5,6936.0,76.0,12.0
1229,780.0,628.0,198.0,545.0,42.0,11750.0,11750.0,2700.0,400.0,77.0,14.0,6475.0,76.0,7.0
1230,833.0,669.0,279.0,1224.0,345.0,3312.0,7656.0,4690.0,500.0,80.0,14.4,6564.0,36.0,3.0
1231,535.0,502.0,223.0,959.0,150.0,3168.0,7320.0,4640.0,500.0,48.0,12.6,7114.0,51.0,6.0
1234,1743.0,1625.0,626.0,1862.0,382.0,14134.0,14134.0,5270.0,500.0,71.0,13.1,9209.0,63.0,8.0
1235,520.0,204.0,108.0,418.0,279.0,8940.0,8940.0,4514.0,500.0,28.0,13.4,6479.0,57.0,11.0
1236,1910.0,1380.0,463.0,1715.0,106.0,13030.0,13030.0,5860.0,500.0,79.0,14.5,10190.0,84.0,16.0
1237,222.0,185.0,91.0,484.0,541.0,11010.0,11010.0,5208.0,550.0,58.0,10.4,9586.0,78.0,16.0
1238,7663.0,6008.0,1735.0,7353.0,1674.0,6210.0,15516.0,4928.0,500.0,87.0,9.9,12646.0,79.0,18.0
1239,2785.0,2011.0,1007.0,6507.0,898.0,2053.0,7242.0,3603.0,654.0,67.0,18.1,6413.0,51.0,8.0
1242,1886.0,1524.0,526.0,2523.0,296.0,13000.0,13000.0,4450.0,600.0,78.0,14.7,9553.0,69.0,31.0
1243,1603.0,1392.0,504.0,2580.0,302.0,13312.0,13312.0,4488.0,600.0,78.0,11.0,9431.0,83.0,31.0
1244,1183.0,1016.0,411.0,1922.0,704.0,12669.0,12669.0,4875.0,600.0,83.0,16.8,10368.0,66.0,42.0
1245,2115.0,1540.0,494.0,2993.0,347.0,12825.0,12825.0,4375.0,500.0,85.0,12.2,10175.0,89.0,28.0
1246,191.0,165.0,63.0,494.0,574.0,11550.0,11550.0,4270.0,300.0,43.0,14.5,9209.0,40.0,5.0
1247,4044.0,2826.0,688.0,2738.0,138.0,16230.0,16230.0,4500.0,630.0,79.0,15.0,11217.0,63.0,51.0
1250,6540.0,5839.0,2440.0,14445.0,1344.0,2907.0,8200.0,4210.0,800.0,84.0,16.9,10912.0,56.0,31.0
1251,5548.0,3563.0,1549.0,8909.0,506.0,2406.0,8124.0,4144.0,639.0,83.0,22.7,7203.0,61.0,30.0
1252,1861.0,998.0,359.0,1220.0,46.0,16670.0,16670.0,4900.0,750.0,80.0,10.5,13198.0,72.0,45.0
1253,1121.0,926.0,372.0,1270.0,160.0,12660.0,12660.0,4500.0,678.0,80.0,16.9,8328.0,80.0,43.0
1254,1801.0,1101.0,438.0,3065.0,363.0,1785.0,6297.0,4600.0,600.0,75.0,18.1,8355.0,68.0,14.0
1255,494.0,313.0,157.0,1317.0,1235.0,8352.0,8352.0,3640.0,650.0,36.0,11.1,8127.0,55.0,23.0
1256,1320.0,923.0,284.0,1085.0,81.0,16304.0,16304.0,3616.0,355.0,87.0,11.1,12957.0,69.0,26.0
1257,1160.0,991.0,352.0,1357.0,737.0,12200.0,12200.0,3880.0,480.0,74.0,17.8,7666.0,79.0,19.0
1258,1616.0,1427.0,434.0,1405.0,580.0,13125.0,13125.0,3775.0,500.0,74.0,15.9,7364.0,62.0,20.0
1260,497.0,452.0,231.0,887.0,1957.0,9400.0,9400.0,4005.0,500.0,49.0,17.2,4054.0,57.0,24.0
1261,1243.0,947.0,324.0,1129.0,74.0,17163.0,17163.0,3891.0,525.0,76.0,10.1,13965.0,77.0,50.0
1262,824.0,670.0,337.0,1160.0,653.0,9400.0,9400.0,3400.0,500.0,37.0,8.4,5352.0,59.0,15.0
1263,5152.0,4600.0,1685.0,7016.0,804.0,11610.0,11610.0,4760.0,600.0,86.0,13.5,9982.0,77.0,36.0
1264,1217.0,1088.0,496.0,1773.0,884.0,11505.0,11505.0,3255.0,1000.0,35.0,16.7,7140.0,67.0,36.0
1265,235.0,217.0,121.0,931.0,487.0,8950.0,8950.0,3119.0,550.0,51.0,10.7,7016.0,78.0,12.0
1266,907.0,802.0,200.0,726.0,61.0,9570.0,9570.0,3750.0,350.0,58.0,15.9,7774.0,52.0,15.0
1267,587.0,501.0,211.0,735.0,28.0,15200.0,15200.0,4100.0,350.0,87.0,9.4,12472.0,64.0,28.0
1268,1334.0,1243.0,568.0,1946.0,95.0,12140.0,12140.0,4450.0,425.0,74.0,15.1,8595.0,88.0,30.0
1271,2409.0,1939.0,759.0,3819.0,1347.0,2284.0,6900.0,2800.0,475.0,81.0,22.2,5968.0,46.0,17.0
1272,647.0,518.0,271.0,1014.0,387.0,9140.0,9140.0,3365.0,500.0,51.0,10.7,8050.0,73.0,17.0
1273,2593.0,1966.0,1030.0,6038.0,579.0,1916.0,6704.0,2592.0,376.0,78.0,21.0,6254.0,65.0,9.0
1274,5729.0,4520.0,1957.0,8516.0,1264.0,2208.0,6996.0,2705.0,279.0,80.0,19.3,6139.0,61.0,20.0
1279,910.0,910.0,342.0,1434.0,417.0,2050.0,7032.0,2780.0,550.0,75.0,15.2,6490.0,36.0,14.0
1280,4400.0,3719.0,1472.0,7804.0,1552.0,2300.0,6950.0,2500.0,300.0,90.0,23.1,5559.0,67.0,12.0
1282,4800.0,2900.0,1515.0,7764.0,1472.0,2158.0,6874.0,2394.0,518.0,73.0,19.2,5901.0,56.0,14.0
1283,152.0,128.0,75.0,282.0,22.0,9100.0,9100.0,3700.0,500.0,48.0,8.5,8960.0,50.0,17.0
1284,582.0,498.0,172.0,799.0,78.0,10468.0,10468.0,3380.0,660.0,40.0,11.5,8991.0,52.0,21.0
1285,664.0,515.0,210.0,712.0,10.0,15700.0,15700.0,5750.0,400.0,80.0,13.0,10941.0,59.0,12.0
1288,629.0,501.0,183.0,754.0,187.0,9400.0,9400.0,4450.0,400.0,64.0,12.8,8813.0,94.0,10.0
1289,2485.0,1800.0,1800.0,4540.0,2073.0,1800.0,4238.0,3040.0,600.0,37.0,19.6,3191.0,50.0,10.0
1290,1246.0,1246.0,553.0,1595.0,669.0,1782.0,4080.0,3264.0,600.0,25.0,17.3,3689.0,65.0,8.0
1291,4226.0,3666.0,2007.0,7703.0,2339.0,1660.0,5094.0,4010.0,700.0,77.0,16.6,6203.0,50.0,14.0
1292,682.0,535.0,204.0,771.0,611.0,9500.0,9500.0,3540.0,400.0,26.0,2.5,7683.0,57.0,22.0
1293,489.0,384.0,120.0,700.0,45.0,10575.0,10575.0,3952.0,400.0,46.0,13.0,8946.0,98.0,23.0
1294,1405.0,1167.0,557.0,2452.0,1113.0,2064.0,4694.0,3890.0,700.0,57.0,16.5,3485.0,46.0,20.0
1295,1164.0,1062.0,478.0,2138.0,227.0,1900.0,4470.0,2890.0,600.0,33.0,16.3,4249.0,60.0,12.0
1299,1566.0,1400.0,483.0,1509.0,170.0,14200.0,14200.0,3775.0,450.0,58.0,16.4,8080.0,67.0,28.0
1300,903.0,755.0,213.0,971.0,305.0,10500.0,10500.0,4545.0,600.0,66.0,14.1,7494.0,72.0,15.0
1301,2029.0,1516.0,1073.0,7535.0,1488.0,1908.0,5988.0,3422.0,600.0,91.0,15.1,8745.0,45.0,23.0
