app,acc,enrol,ftime,ptime,instate,outstate,rbcost,bkcost,phd,sfratio,expend,grad,top10
4345,3245,2604,5584,3101,780,7860,3360,600,65,18.2,3605,10,15
6334,5051,2957,16785,2780,780,4860,3688,530,82,24.7,5449,41,25
592,501,279,1204,392,6400,6400,3484,600,80,14.5,7936,43,19
989,777,474,3791,1961,647,2279,2942,700,67,14.3,6637,35, 
2425,1818,601,2110,95,12240,12240,5150,500,94,9.6,14703,93,62
681,588,246,1058,73,10760,10760,6230,500,85,13.4,8731,63,44
6233,3990,2150,15340,9355,672,4104,3980,600, ,14.6,6895,32,32
374,280,185,995,408,8550,8550,4050,500,75,12.6,7237,62,45
3281,2559,1448,10975,8431,1206,4422,2780,500,73,21,4696,29,19
14752,9572,5329,30017,5189,840,5130,3309,650,91,19.7,7837,65,48
3528,2941,2252,9551,4817,672,4104, , ,88,23.1, , , 
253,216,196,829,1817,5100,5100,2791,600,50,13.6,6271,91, 
1950,1506,1023,4111,1301,672,4104,2706,500,70,21.9,4717,34,7
6075,5349,2367,9919,484,6450,6450,3920,600,71,18.5,7503,72,34
1089,780,410,2106,2919,784,4536,4953,645,91,20.8,9094, ,46
116,90,59,841,704,840,5130, ,600,84,15.5,5482, ,14
4217,3100,1686,9375,5457,672,4104,5376,452,94,25.3,4329,50,17
529,481,243,1206,134,780,4860,3122,600,103,17.4,6415,43,22
14474,10519,6392,31643,2798,840,5130,3412,600,89,23.1,8471,69,49
1541,1541,1108,3357,4701,672,4104, ,500,75,20.6,4079,8, 
397,244,223,1083,58,2700,2700,2900,500,34,17.2,9434, ,32
7365,5402,4615,27378,1253,2340,2340,3580,860,76,20.5,7916,33,48
5095,4491,2400,13894,8374,1954,6857,3975,858,89,12.8,9275,37,27
4281,3825,2426,10657,4257,1650,5775,3315,700,83,18.7,7462, ,26
1685,1640,856,3684,678,1221,4362,2634,756,62,20.5,4703,59, 
2632,2509,1750,8609,5680,1377,5148,2595,537,66,23.9,5334,38, 
917,720,213,979,743,8820,8820,4050,600,68,10.5,7170,50,21
627,556,172,777,538,9925,9925,4135,750,59,22.4,6523,48,16
377,358,181,653,129,7150,7150,4350,450,61,17.8,6259,53,15
838,673,292,881,55,10265,10265,4725,560,68,13.2,8655,82,22
7117,3106,1217,5186,134,2808,11720,4298,600,89,12.1,9534,93,68
883,766,428,2910,1749,2332,7860,4750,525,80,21.2,4639,48,3
486,440,227,903,59,9650,9650,3800,600,46,11.4,10188,82,19
765,646,226,809,32,8578,8578,4408,700,79,13.9,8061,82,30
1339,1107,336,1051,82,9400,9400,4200,500,53,12.5,7967,22,12
817,644,307,945,1,13218,13218,4773,660,95,13.3,12263,69,20
7178,3755,1433,4623,740,7161,7161,3518,600,60,14,6791,70,25
602,498,215,795,74,13470,13470,5515,500,78,11.1,13957,72,26
2747,1870,724,2874,118,2606,7920,3962,550,74,18.4,5553,62,12
1756,1500,366,1524,280,12450,12450,5400,450,62,12.4,8832,70,3
11223,5285,2082,9652,742,3900,7994,4544,500,77,17.9,5212,98,32
499,441,199,846,377,11200,11200,7400,600,66,6.8,10819,90,26
941,772,214,1247,776,11390,11390,5280,500,77,10.6,8575,55,10
4569,3110,1251,8346,2501,3854,9464,4540,600,79,15.1,6727,45,18
5702,4894,1742,8077,472,2924,6684,4110,500,73,19.6,4519,62,15
1771,1325,306,1071,27,13840,13840,3735,400,77,10.7,11080,74,21
696,616,169,653,56,13970,13970,6110,370,88,9.2,16358,68,35
4963,3497,1567,10262,5065,3034,10217,4182,500,81,8.7,11183,45,18
2227,1790,437,1460,239,13425,13425,4425,450,85,13,9405,72,27
818,620,218,868,247,10700,10700,4500,450,60,9.2,9471,59, 
651,581,243,617,34,5000,5000,3650,600,45,14,8426,45,8
462,402,146,527,41,14500,14500,6000,500,91,6.5,18953,61,36
5892,2718,756,2854,594,14500,14500,3285,700,75,11.7,11984,100,46
4350,2178,756,2997,736,2026,6490,4942,650,75,17.6,5358,84,39
689,561,250,1125,422,3093,7168,3689,600,67,18.1,4417,46,15
5653,4326,1727,9528,3822,4044,10800,4840,580,93,19.3,6751,46,17
411,354,138,495,61,8170,8170,3980,600,32,12.3, ,48,14
904,683,349,1191, ,2980,9020,3800,600,84,11.1,10709,68,16
15712,11719,4277,18511,604,3926,10260,3176,740,85,13.8,8944,73,29
2996,2440,704,3006,338,1894,5587,4845,500,61,16,5733,31,2
4066,3891,1358,6640,972,2782,6276,3600,350,57,15.8,5000, , 
1847,1610,453,1298,67,7384,7384,3494,500,51,13.7,6757,30,19
1470,900,287,1130,417,10900,10900,5100,500,70,15.7,7804,68,20
3315,1096,425,1584,3,13750,13750,4619,680,81,9.6,15736,90,68
15849,5384,2678,11278,114,3724,12212,3792,500,90,9.5,13597,95,74
2814,2810,769,3350,253,5700,5700,4380,550,55,17.9, , , 
81,72,51,139,3,8730,8730,3600,400,92,9.3,10922,58,33
519,327,114,457,2,21700,21700,4100,600,35,10.1,16364,55,25
1257,940,363,1547,294,3660,7656,4690,400,89,14.7,6318,79,9
141,118,55,201,173,8300,8300,4850,450,53,9.5,6936,76,12
96,87,49,257, ,13936,13936,5104,525,56,14.5,4557,100, 
780,628,198,545,42,11750,11750,2700,400,77,14,6475,76,7
833,669,279,1224,345,3312,7656,4690,500,80,14.4,6564,36,3
535,502,223,959,150,3168,7320,4640,500,48,12.6,7114,51,6
268,187,63,260,11,18375,18375,6075,300,56,7.5,11767,61, 
3456,1171,451,2016,39,25750,25750, ,540,87,10.5,21426,97,64
1743,1625,626,1862,382,14134,14134,5270,500,71,13.1,9209,63,8
520,204,108,418,279,8940,8940,4514,500,28,13.4,6479,57,11
1910,1380,463,1715,106,13030,13030,5860,500,79,14.5,10190,84,16
222,185,91,484,541,11010,11010,5208,550,58,10.4,9586,78,16
7663,6008,1735,7353,1674,6210,15516,4928,500,87,9.9,12646,79,18
2785,2011,1007,6507,898,2053,7242,3603,654,67,18.1,6413,51,8
2231,1908,767,6561,559,2256,7974,3914,687,69,17,7451,47, 
97,62,21,286,227,5820,5820, ,672,48,9.5,5188,100, 
1886,1524,526,2523,296,13000,13000,4450,600,78,14.7,9553,69,31
1603,1392,504,2580,302,13312,13312,4488,600,78,11,9431,83,31
1183,1016,411,1922,704,12669,12669,4875,600,83,16.8,10368,66,42
2115,1540,494,2993,347,12825,12825,4375,500,85,12.2,10175,89,28
191,165,63,494,574,11550,11550,4270,300,43,14.5,9209,40,5
4044,2826,688,2738,138,16230,16230,4500,630,79,15,11217,63,51
12749,7025,3343,20356,4582,2907,8199,4218,708,96,9,16527,65,40
559,402,308,1522,151,10671,10671,3417,705,48,11.5,7115, , 
6540,5839,2440,14445,1344,2907,8200,4210,800,84,16.9,10912,56,31
5548,3563,1549,8909,506,2406,8124,4144,639,83,22.7,7203,61,30
1861,998,359,1220,46,16670,16670,4900,750,80,10.5,13198,72,45
1121,926,372,1270,160,12660,12660,4500,678,80,16.9,8328,80,43
1801,1101,438,3065,363,1785,6297,4600,600,75,18.1,8355,68,14
494,313,157,1317,1235,8352,8352,3640,650,36,11.1,8127,55,23
1320,923,284,1085,81,16304,16304,3616,355,87,11.1,12957,69,26
1160,991,352,1357,737,12200,12200,3880,480,74,17.8,7666,79,19
1616,1427,434,1405,580,13125,13125,3775,500,74,15.9,7364,62,20
845,690,323,1870,1720,9300,9300,3400,600,49,20.5,4677,57, 
497,452,231,887,1957,9400,9400,4005,500,49,17.2,4054,57,24
1243,947,324,1129,74,17163,17163,3891,525,76,10.1,13965,77,50
824,670,337,1160,653,9400,9400,3400,500,37,8.4,5352,59,15
5152,4600,1685,7016,804,11610,11610,4760,600,86,13.5,9982,77,36
1217,1088,496,1773,884,11505,11505,3255,1000,35,16.7,7140,67,36
235,217,121,931,487,8950,8950,3119,550,51,10.7,7016,78,12
907,802,200,726,61,9570,9570,3750,350,58,15.9,7774,52,15
587,501,211,735,28,15200,15200,4100,350,87,9.4,12472,64,28
1334,1243,568,1946,95,12140,12140,4450,425,74,15.1,8595,88,30
14901,10932,4631,23945,2200,2737,9096,4290,535,93,11.5,11006,72,36
5244,3782,1930,11561,7443,2771,8786,2964,570,79,15.9,8094,38,12
2409,1939,759,3819,1347,2284,6900,2800,475,81,22.2,5968,46,17
647,518,271,1014,387,9140,9140,3365,500,51,10.7,8050,73,17
2593,1966,1030,6038,579,1916,6704,2592,376,78,21,6254,65,9
5729,4520,1957,8516,1264,2208,6996,2705,279,80,19.3,6139,61,20
4918,3965,1704,7306,707,2369,7157,2270, , ,21.3,5946,54,18
2733,2000,917,4381,437,1920,6400,2515,300,66,20.6,7100,59, 
 , , ,4342,478,2304,7092,2500,191,69,18.1,6460,46,16
4191,3090,1375,7198,998,2355,7142,2958,300, ,19.2, ,67,17
910,910,342,1434,417,2050,7032,2780,550,75,15.2,6490,36,14
4400,3719,1472,7804,1552,2300,6950,2500,300,90,23.1,5559,67,12
1705,1339,772,2999,1825, , , , ,87,18.4,6855,28,9
4800,2900,1515,7764,1472,2158,6874,2394,518,73,19.2,5901,56,14
152,128,75,282,22,9100,9100,3700,500,48,8.5,8960,50,17
582,498,172,799,78,10468,10468,3380,660,40,11.5,8991,52,21
664,515,210,712,10,15700,15700,5750,400,80,13,10941,59,12
1046,832,518,1463,1150,1856,4498, ,600,24,16.3,2520,42,15
1497,1469,383,2028,773,2052,4426,3236,400,55,19.2,4311,49, 
629,501,183,754,187,9400,9400,4450,400,64,12.8,8813,94,10
2485,1800,1800,4540,2073,1800,4238,3040,600,37,19.6,3191,50,10
1246,1246,553,1595,669,1782,4080,3264,600,25,17.3,3689,65,8
4226,3666,2007,7703,2339,1660,5094,4010,700,77,16.6,6203,50,14
682,535,204,771,611,9500,9500,3540,400,26,2.5,7683,57,22
489,384,120,700,45,10575,10575,3952,400,46,13,8946,98,23
1405,1167,557,2452,1113,2064,4694,3890,700,57,16.5,3485,46,20
1164,1062,478,2138,227,1900,4470,2890,600,33,16.3,4249,60,12
1594,1572,675,2432,616,3954, ,3752,500, ,15.3,4325,56, 
1869, ,957,2817,1939,1988,4616,3200,750,38,19.2,3839, , 
9630,7801,2881,14524,1053,2128,6370,4310, ,83,13.4,8318,57,23
1566,1400,483,1509,170,14200,14200,3775,450,58,16.4,8080,67,28
903,755,213,971,305,10500,10500,4545,600,66,14.1,7494,72,15
2029,1516,1073,7535,1488,1908,5988,3422,600,91,15.1,8745,45,23
